,period,gross_oil_prod,gross_gas_prod,gross_ngl_prod,gross_water_prod,net_oil_prod,net_gas_prod,net_ngl_prod,realized_oil_price,realized_gas_price,realized_ngl_price,oil_revenue,gas_revenue,ngl_revenue,total_revenue,fixed_loe,variable_loe_oil,variable_loe_gas,variable_loe_water,total_variable_loe,gcp,prod_tax,ad_val_tax,total_expenses,d_and_c,undisc_cf,Cum PV-20.0%
20,21.0,0.6624230807525853,2.8262789058274986,0.1893606866904424,2.3282750472350866,0.5564353878321716,1.756814967862373,0.1590629768199716,78.2,2.0291,40.0,43.51324732847582,3.5647532512895412,6.3625190727988645,53.44051965256422,8.0,0.5299384646020683,0.0,3.3992815689632265,3.929220033565295,1.6162697704333833,3.8477174149846234,0.0,17.393207218983303,0.0,36.04731243358091,-979.8617566434491
21,22.0,0.6260488711241174,2.686077783743537,0.17996721151081696,2.213359379106605,0.5258810517442586,1.6696659503749822,0.15117245766908624,78.2,2.0291,40.0,41.123898246401026,3.3879191799058765,6.04689830676345,50.55871573307036,8.0,0.500839096899294,0.0,3.231504693495643,3.732343790394937,1.5360926743449836,3.6402275327810654,0.0,16.908663997520986,0.0,33.65005173554937,-956.4703211544597
22,23.0,0.5932908173137059,2.5588281536091073,0.1714414862918102,2.1092587443930335,0.49836428654351295,1.590567580283421,0.14401084848512055,78.2,2.0291,40.0,38.972087207702714,3.2274206771530896,5.760433939404822,47.959941824260625,8.0,0.47463265385096476,0.0,3.079517766813829,3.5541504206647936,1.4633221738607474,3.453115811346765,0.0,16.470588405872306,0.0,31.48935341838832,-934.9397130153202
23,24.0,0.563642963739111,2.442827348291999,0.16366943233556394,2.014514797913986,0.4734600895408533,1.5184614796983067,0.1374823231618737,78.2,2.0291,40.0,37.024579002094725,3.0811101884558343,5.499292926474948,45.60498211702551,8.0,0.45091437099128884,0.0,2.94119160495442,3.3921059759457086,1.3969845613224423,3.2835587124258363,0.0,16.07264924969399,0.0,29.53233286733152,-915.0782276879919
24,25.0,0.5366888725235622,2.336657597327057,0.15655605902091282,1.92792013271699,0.4508186529197923,1.4524663624984984,0.13150708957756677,78.2,2.0291,40.0,35.25401865832776,2.947199496145703,5.26028358310267,43.46150173757613,8.0,0.4293510980188498,0.0,2.814763393766805,3.244114491785655,1.3362690534986186,3.129228125105481,0.0,15.709611670389755,0.0,27.751890067186373,-896.7201184057034
25,26.0,0.5120827455269715,2.239128951146093,0.15002163972678823,1.8484665302424148,0.4301495062426561,1.3918425560324112,0.1260181773705021,78.2,2.0291,40.0,33.6376913881757,2.8241877304453658,5.040727094820085,41.502606213441155,8.0,0.40966619642157726,0.0,2.6987611341539255,3.108427330575503,1.2804951515498184,2.988187647367763,0.0,15.377110129493083,0.0,26.12549608394807,-879.7211978004382
26,27.0,0.4895351176896592,2.149235380372252,0.14399877048494086,1.7753055100740351,0.4112094988593137,1.3359647124393916,0.12095896720735032,78.2,2.0291,40.0,32.156582810798334,2.7108059980107697,4.838358688294012,39.70574749710312,8.0,0.3916280941517274,0.0,2.591946044708091,2.9835741388598187,1.2290875354442403,2.858813819791424,0.0,15.071475494095482,0.0,24.634272003007638,-863.9553275712725
27,28.0,0.46880188271662815,2.0661206366538933,0.13843008265581086,1.7077178986623016,0.39379358148196764,1.28430058774406,0.11628126943088112,78.2,2.0291,40.0,30.79465807188987,2.6059743225914724,4.651250777235244,38.05188317171658,8.0,0.37504150617330256,0.0,2.4932681320469605,2.8683096382202633,1.1815565407245354,2.739735588363594,0.0,14.789601767308394,0.0,23.26228140440819,-849.3115900608115
28,29.0,0.44967578108641626,1.989051435536155,0.1332664461809224,1.64509009974,0.3777276561125896,1.236394372329274,0.11194381479197481,78.2,2.0291,40.0,29.538302708004508,2.5087678208933304,4.477752591678993,36.52482312057683,8.0,0.35974062486913305,0.0,2.4018315456204,2.761572170489533,1.137482822542932,2.6297872646815317,0.0,14.528842257713997,0.0,21.995980862862837,-835.6919892393105
29,30.0,0.4319797302785838,1.9173961941411746,0.12846554500745871,1.5868954055105375,0.36286297343401036,1.1918534742781541,0.10791105780626532,78.2,2.0291,40.0,28.37588452253961,2.418389884657803,4.316442312250613,35.11071671944803,8.0,0.34558378422286706,0.0,2.3168672920453846,2.6624510762682516,1.0965051963359018,2.5279716038002578,0.0,14.286927876404409,0.0,20.82378884304362,-823.0095668741194
30,31.0,0.4155615491463494,1.8506080273233059,0.12399073783066149,1.5326791420491523,0.34907170128293347,1.1503379497841668,0.10415221977775564,78.2,2.0291,40.0,27.2974070403254,2.334150733907053,4.166088791110226,33.797646565342674,8.0,0.33244923931707954,0.0,2.237711547391762,2.5701607867088416,1.0583109138014335,2.4334305527046722,0.0,14.061902253214948,0.0,19.73574431212773,-811.1868473552737
31,32.0,0.40028974855684085,1.7882110403230889,0.11981013970164696,1.4820467615082165,0.3362433887877463,1.1115519826648321,0.10064051734938344,78.2,2.0291,40.0,26.29423300320176,2.255450128025211,4.025620693975338,32.57530382520231,8.0,0.3202317988454727,0.0,2.163788271801996,2.4840200706474684,1.0226278240516455,2.345421875414566,0.0,13.85206977011368,0.0,18.723234055088632,-800.1545449358599
32,33.0,0.3860501455594038,1.7297891963617953,0.1158958761562403,1.4346542209354323,0.32428212226989916,1.0752369644584918,0.09735253597124184,78.2,2.0291,40.0,25.358861961506115,2.1817633245827257,3.8941014388496735,31.434726724938514,7.7,0.30884011644752307,0.0,2.094595162565731,2.4034352790132543,0.9892180073018125,2.2633003241955727,0.0,13.355953610510639,0.0,18.078773114427875,-789.6766108572532
33,34.0,0.37274311941811233,1.6749772125227758,0.11222347323902598,1.3902001513100097,0.3131042203112144,1.0411658353041573,0.09426771752078182,78.2,2.0291,40.0,24.484750028336965,2.112629596415666,3.770708700831273,30.368088325583905,7.7,0.2981944955344899,0.0,2.0296922209126143,2.327886716447104,0.9578725684798247,2.186502359442041,0.0,13.172261644368971,0.0,17.195826681214932,-779.873787388627
34,35.0,0.36028137217797007,1.6234530659017905,0.10877135541541996,1.3484194398546256,0.30263635262949484,1.009138425764553,0.09136793854895277,78.2,2.0291,40.0,23.666162775626496,2.0476427797188546,3.6547175419581106,29.368523097303463,7.7,0.2882250977423761,0.0,1.9686923821877533,2.2569174799301295,0.9284073517033888,2.114533663005849,0.0,12.999858494639367,0.0,16.368664602664097,-770.6954759930826
35,36.0,0.34858808896969784,1.5749317875817066,0.10552042976797435,1.309077936739341,0.29281399473454617,0.9789775991607887,0.08863716100509846,78.2,2.0291,40.0,22.898054388241512,1.9864434464571565,3.545486440203938,28.429984274902605,7.7,0.2788704711757583,0.0,1.9112537876394378,2.190124258815196,0.9006593912279257,2.0469588677929873,0.0,12.837742517836109,0.0,15.592241757066496,-762.0958509983875
36,37.0,0.3375954173808205,1.5291602936735536,0.1024537396761281,1.2719680628654992,0.2835801505998892,0.9505260385474809,0.08606114132794761,78.2,2.0291,40.0,22.17596777691134,1.9287123848166936,3.4424456531179044,27.547125814845938,7.7,0.2700763339046564,0.0,1.8570733717836287,2.1271497056882853,0.8744839554636824,1.9833930586689075,0.0,12.685026719820875,0.0,14.862099095025062,-754.0332991315615
37,38.0,0.32724320327832157,1.485913056917272,0.09955617481345723,1.2369051447070474,0.2748842907537901,0.9236435561797762,0.08362718684330407,78.2,2.0291,40.0,21.49595153694639,1.8741651398443842,3.3450874737321628,26.715204150522936,7.7,0.26179456262265727,0.0,1.805881511272289,2.0676760738949462,0.8497520716853941,1.9234946988376513,0.0,12.540922844417992,0.0,14.174281306104945,-746.4699380970951
38,39.0,0.3174779341073446,1.4449884637372827,0.09681422707039795,1.2037243395656134,0.26668146465016945,0.8982048290590949,0.08132395073913427,78.2,2.0291,40.0,20.85449053564325,1.8225474186438095,3.252958029565371,25.92999598385243,7.7,0.2539823472858757,0.0,1.7574375357657956,2.0114198830516714,0.8263484427343674,1.8669597108373748,0.0,12.404728036623414,0.0,13.525267947229015,-739.371201247624
39,40.0,0.30825185107965974,1.4062057334937037,0.09421578414407815,1.1722780431782744,0.25893155490691416,0.8740974839396861,0.07914125868102564,78.2,2.0291,40.0,20.248447593720687,1.7736312046620173,3.1656503472410256,25.18772914562373,7.7,0.2466014808637278,0.0,1.7115259430402807,1.9581274239040085,0.8041696852245113,1.8135164984849086,0.0,12.27581360761343,0.0,12.911915538010302,-732.7054777994543
